Checkpoint,Path,Val_NDCG@5,Val_NDCG@10,Val_HR@5,Val_HR@10,Test_NDCG@5,Test_NDCG@10,Test_HR@5,Test_HR@10
Main Directory,output_dir/qwen2_0.5B_sft,0.09645408169051242,0.10396431911584308,0.11518093556928509,0.1383495145631068,0.09042224588534381,0.09780222519358786,0.11096404147363777,0.13368630046326935
final_checkpoint,output_dir/qwen2_0.5B_sft/final_checkpoint,0.09645408169051242,0.10396431911584308,0.11518093556928509,0.1383495145631068,0.09042224588534381,0.09780222519358786,0.11096404147363777,0.13368630046326935
checkpoint-456,output_dir/qwen2_0.5B_sft/checkpoint-456,0.09645408169051242,0.10396431911584308,0.11518093556928509,0.1383495145631068,0.09042224588534381,0.09780222519358786,0.11096404147363777,0.13368630046326935
